"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","INDPROD","TOT","IDX2015","A","1992",15.23755,
"IRL","INDPROD","TOT","IDX2015","A","1993",16.07268,
"IRL","INDPROD","TOT","IDX2015","A","1994",18.00064,
"IRL","INDPROD","TOT","IDX2015","A","1995",21.48433,
"IRL","INDPROD","TOT","IDX2015","A","1996",23.2214,
"IRL","INDPROD","TOT","IDX2015","A","1997",27.28251,
"IRL","INDPROD","TOT","IDX2015","A","1998",32.66553,
"IRL","INDPROD","TOT","IDX2015","A","1999",37.50451,
"IRL","INDPROD","TOT","IDX2015","A","2000",42.86366,
"IRL","INDPROD","TOT","IDX2015","A","2001",47.58811,
"IRL","INDPROD","TOT","IDX2015","A","2002",51.47744,
"IRL","INDPROD","TOT","IDX2015","A","2003",54.38846,
"IRL","INDPROD","TOT","IDX2015","A","2004",55.06134,
"IRL","INDPROD","TOT","IDX2015","A","2005",57.24699,
"IRL","INDPROD","TOT","IDX2015","A","2006",58.99361,
"IRL","INDPROD","TOT","IDX2015","A","2007",62.08598,
"IRL","INDPROD","TOT","IDX2015","A","2008",60.74022,
"IRL","INDPROD","TOT","IDX2015","A","2009",58.02963,
"IRL","INDPROD","TOT","IDX2015","A","2010",62.95772,
"IRL","INDPROD","TOT","IDX2015","A","2011",62.68492,
"IRL","INDPROD","TOT","IDX2015","A","2012",61.76686,
"IRL","INDPROD","TOT","IDX2015","A","2013",60.3924,
"IRL","INDPROD","TOT","IDX2015","A","2014",73.02486,
"IRL","INDPROD","TOT","IDX2015","A","2015",100,
"IRL","INDPROD","TOT","IDX2015","A","2016",104.9325,
"IRL","INDPROD","TOT","IDX2015","A","2017",102.3079,
"IRL","INDPROD","TOT","IDX2015","A","2018",97.25046,
"IRL","INDPROD","TOT","IDX2015","A","2019",104.0493,
"IRL","INDPROD","TOT","IDX2015","A","2020",119.1885,
"IRL","INDPROD","TOT","IDX2015","A","2021",152.9412,
"IRL","INDPROD","TOT","IDX2015","A","2022",181.8947,
"ITA","INDPROD","TOT","IDX2015","A","1955",22.60931,
"ITA","INDPROD","TOT","IDX2015","A","1956",24.37762,
"ITA","INDPROD","TOT","IDX2015","A","1957",26.2616,
"ITA","INDPROD","TOT","IDX2015","A","1958",27.08713,
"ITA","INDPROD","TOT","IDX2015","A","1959",30.03589,
"ITA","INDPROD","TOT","IDX2015","A","1960",34.68483,
"ITA","INDPROD","TOT","IDX2015","A","1961",38.45596,
"ITA","INDPROD","TOT","IDX2015","A","1962",42.15578,
"ITA","INDPROD","TOT","IDX2015","A","1963",45.87936,
"ITA","INDPROD","TOT","IDX2015","A","1964",46.37215,
"ITA","INDPROD","TOT","IDX2015","A","1965",48.51915,
"ITA","INDPROD","TOT","IDX2015","A","1966",54.1901,
"ITA","INDPROD","TOT","IDX2015","A","1967",58.37038,
"ITA","INDPROD","TOT","IDX2015","A","1968",61.81129,
"ITA","INDPROD","TOT","IDX2015","A","1969",63.99527,
"ITA","INDPROD","TOT","IDX2015","A","1970",68.23812,
"ITA","INDPROD","TOT","IDX2015","A","1971",68.16447,
"ITA","INDPROD","TOT","IDX2015","A","1972",71.15018,
"ITA","INDPROD","TOT","IDX2015","A","1973",78.07125,
"ITA","INDPROD","TOT","IDX2015","A","1974",81.56397,
"ITA","INDPROD","TOT","IDX2015","A","1975",74.07956,
"ITA","INDPROD","TOT","IDX2015","A","1976",83.2701,
"ITA","INDPROD","TOT","IDX2015","A","1977",84.17145,
"ITA","INDPROD","TOT","IDX2015","A","1978",85.77295,
"ITA","INDPROD","TOT","IDX2015","A","1979",91.4949,
"ITA","INDPROD","TOT","IDX2015","A","1980",96.55569,
"ITA","INDPROD","TOT","IDX2015","A","1981",95.04131,
"ITA","INDPROD","TOT","IDX2015","A","1982",91.86407,
"ITA","INDPROD","TOT","IDX2015","A","1983",89.54264,
"ITA","INDPROD","TOT","IDX2015","A","1984",92.45428,
"ITA","INDPROD","TOT","IDX2015","A","1985",93.77238,
"ITA","INDPROD","TOT","IDX2015","A","1986",97.57915,
"ITA","INDPROD","TOT","IDX2015","A","1987",100.5203,
"ITA","INDPROD","TOT","IDX2015","A","1988",106.8747,
"ITA","INDPROD","TOT","IDX2015","A","1989",110.7504,
"ITA","INDPROD","TOT","IDX2015","A","1990",110.5241,
"ITA","INDPROD","TOT","IDX2015","A","1991",109.4659,
"ITA","INDPROD","TOT","IDX2015","A","1992",108.316,
"ITA","INDPROD","TOT","IDX2015","A","1993",105.6579,
"ITA","INDPROD","TOT","IDX2015","A","1994",112.099,
"ITA","INDPROD","TOT","IDX2015","A","1995",118.7484,
"ITA","INDPROD","TOT","IDX2015","A","1996",116.7569,
"ITA","INDPROD","TOT","IDX2015","A","1997",121.2732,
"ITA","INDPROD","TOT","IDX2015","A","1998",122.7814,
"ITA","INDPROD","TOT","IDX2015","A","1999",122.4731,
"ITA","INDPROD","TOT","IDX2015","A","2000",127.6644,
"ITA","INDPROD","TOT","IDX2015","A","2001",125.3646,
"ITA","INDPROD","TOT","IDX2015","A","2002",123.4897,
"ITA","INDPROD","TOT","IDX2015","A","2003",122.7064,
"ITA","INDPROD","TOT","IDX2015","A","2004",122.4815,
"ITA","INDPROD","TOT","IDX2015","A","2005",121.7149,
"ITA","INDPROD","TOT","IDX2015","A","2006",126.1312,
"ITA","INDPROD","TOT","IDX2015","A","2007",129.0642,
"ITA","INDPROD","TOT","IDX2015","A","2008",123.748,
"ITA","INDPROD","TOT","IDX2015","A","2009",100.7499,
"ITA","INDPROD","TOT","IDX2015","A","2010",107.791,
"ITA","INDPROD","TOT","IDX2015","A","2011",108.6409,
"ITA","INDPROD","TOT","IDX2015","A","2012",102.3998,
"ITA","INDPROD","TOT","IDX2015","A","2013",99.25839,
"ITA","INDPROD","TOT","IDX2015","A","2014",98.62511,
"ITA","INDPROD","TOT","IDX2015","A","2015",99.64169,
"ITA","INDPROD","TOT","IDX2015","A","2016",101.6915,
"ITA","INDPROD","TOT","IDX2015","A","2017",105.4912,
"ITA","INDPROD","TOT","IDX2015","A","2018",106.3578,
"ITA","INDPROD","TOT","IDX2015","A","2019",105.1162,
"ITA","INDPROD","TOT","IDX2015","A","2020",93.54221,
"ITA","INDPROD","TOT","IDX2015","A","2021",104.458,
"ITA","INDPROD","TOT","IDX2015","A","2022",104.9246,
"JPN","INDPROD","TOT","IDX2015","A","1955",6.339779,
"JPN","INDPROD","TOT","IDX2015","A","1956",7.740757,
"JPN","INDPROD","TOT","IDX2015","A","1957",9.148811,
"JPN","INDPROD","TOT","IDX2015","A","1958",8.986072,
"JPN","INDPROD","TOT","IDX2015","A","1959",10.76913,
"JPN","INDPROD","TOT","IDX2015","A","1960",13.45788,
"JPN","INDPROD","TOT","IDX2015","A","1961",16.07587,
"JPN","INDPROD","TOT","IDX2015","A","1962",17.41317,
"JPN","INDPROD","TOT","IDX2015","A","1963",19.37312,
"JPN","INDPROD","TOT","IDX2015","A","1964",22.44395,
"JPN","INDPROD","TOT","IDX2015","A","1965",23.28595,
"JPN","INDPROD","TOT","IDX2015","A","1966",26.37094,
"JPN","INDPROD","TOT","IDX2015","A","1967",31.48663,
"JPN","INDPROD","TOT","IDX2015","A","1968",36.34052,
"JPN","INDPROD","TOT","IDX2015","A","1969",42.14255,
"JPN","INDPROD","TOT","IDX2015","A","1970",47.93751,
"JPN","INDPROD","TOT","IDX2015","A","1971",49.1899,
"JPN","INDPROD","TOT","IDX2015","A","1972",52.74895,
"JPN","INDPROD","TOT","IDX2015","A","1973",60.65244,
"JPN","INDPROD","TOT","IDX2015","A","1974",58.2255,
"JPN","INDPROD","TOT","IDX2015","A","1975",51.82911,
"JPN","INDPROD","TOT","IDX2015","A","1976",57.59576,
"JPN","INDPROD","TOT","IDX2015","A","1977",59.96611,
"JPN","INDPROD","TOT","IDX2015","A","1978",63.76573,
"JPN","INDPROD","TOT","IDX2015","A","1979",68.44981,
"JPN","INDPROD","TOT","IDX2015","A","1980",71.66215,
"JPN","INDPROD","TOT","IDX2015","A","1981",72.37679,
"JPN","INDPROD","TOT","IDX2015","A","1982",72.60321,
"JPN","INDPROD","TOT","IDX2015","A","1983",74.95232,
"JPN","INDPROD","TOT","IDX2015","A","1984",81.92184,
"JPN","INDPROD","TOT","IDX2015","A","1985",84.91483,
"JPN","INDPROD","TOT","IDX2015","A","1986",84.77332,
"JPN","INDPROD","TOT","IDX2015","A","1987",87.69556,
"JPN","INDPROD","TOT","IDX2015","A","1988",95.81841,
"JPN","INDPROD","TOT","IDX2015","A","1989",101.3635,
"JPN","INDPROD","TOT","IDX2015","A","1990",105.6374,
"JPN","INDPROD","TOT","IDX2015","A","1991",107.6251,
"JPN","INDPROD","TOT","IDX2015","A","1992",101.4317,
"JPN","INDPROD","TOT","IDX2015","A","1993",97.89993,
"JPN","INDPROD","TOT","IDX2015","A","1994",99.12837,
"JPN","INDPROD","TOT","IDX2015","A","1995",102.3786,
"JPN","INDPROD","TOT","IDX2015","A","1996",104.7758,
"JPN","INDPROD","TOT","IDX2015","A","1997",108.4782,
"JPN","INDPROD","TOT","IDX2015","A","1998",101.372,
"JPN","INDPROD","TOT","IDX2015","A","1999",101.6937,
"JPN","INDPROD","TOT","IDX2015","A","2000",107.2252,
"JPN","INDPROD","TOT","IDX2015","A","2001",100.4426,
"JPN","INDPROD","TOT","IDX2015","A","2002",99.30773,
"JPN","INDPROD","TOT","IDX2015","A","2003",102.6361,
"JPN","INDPROD","TOT","IDX2015","A","2004",107.5058,
"JPN","INDPROD","TOT","IDX2015","A","2005",109.0412,
"JPN","INDPROD","TOT","IDX2015","A","2006",113.7746,
"JPN","INDPROD","TOT","IDX2015","A","2007",116.9454,
"JPN","INDPROD","TOT","IDX2015","A","2008",113.2023,
"JPN","INDPROD","TOT","IDX2015","A","2009",89.4004,
"JPN","INDPROD","TOT","IDX2015","A","2010",102.7873,
"JPN","INDPROD","TOT","IDX2015","A","2011",99.78106,
"JPN","INDPROD","TOT","IDX2015","A","2012",100.432,
"JPN","INDPROD","TOT","IDX2015","A","2013",99.55837,
"JPN","INDPROD","TOT","IDX2015","A","2014",101.2832,
"JPN","INDPROD","TOT","IDX2015","A","2015",100,
"JPN","INDPROD","TOT","IDX2015","A","2016",100.0583,
"JPN","INDPROD","TOT","IDX2015","A","2017",102.8831,
"JPN","INDPROD","TOT","IDX2015","A","2018",103.9611,
"JPN","INDPROD","TOT","IDX2015","A","2019",101.2277,
"JPN","INDPROD","TOT","IDX2015","A","2020",91.1216,
"JPN","INDPROD","TOT","IDX2015","A","2021",95.86713,
"JPN","INDPROD","TOT","IDX2015","A","2022",95.82157,
"KOR","INDPROD","TOT","IDX2015","A","1990",21.1008,
"KOR","INDPROD","TOT","IDX2015","A","1991",23.13499,
"KOR","INDPROD","TOT","IDX2015","A","1992",24.49132,
"KOR","INDPROD","TOT","IDX2015","A","1993",25.59735,
"KOR","INDPROD","TOT","IDX2015","A","1994",28.44115,
"KOR","INDPROD","TOT","IDX2015","A","1995",31.82706,
"KOR","INDPROD","TOT","IDX2015","A","1996",34.55773,
"KOR","INDPROD","TOT","IDX2015","A","1997",36.24062,
"KOR","INDPROD","TOT","IDX2015","A","1998",33.9329,
"KOR","INDPROD","TOT","IDX2015","A","1999",42.24752,
"KOR","INDPROD","TOT","IDX2015","A","2000",49.38474,
"KOR","INDPROD","TOT","IDX2015","A","2001",49.66856,
"KOR","INDPROD","TOT","IDX2015","A","2002",53.65794,
"KOR","INDPROD","TOT","IDX2015","A","2003",56.62482,
"KOR","INDPROD","TOT","IDX2015","A","2004",62.50989,
"KOR","INDPROD","TOT","IDX2015","A","2005",66.46672,
"KOR","INDPROD","TOT","IDX2015","A","2006",72.05592,
"KOR","INDPROD","TOT","IDX2015","A","2007",77.04128,
"KOR","INDPROD","TOT","IDX2015","A","2008",79.63345,
"KOR","INDPROD","TOT","IDX2015","A","2009",79.5337,
"KOR","INDPROD","TOT","IDX2015","A","2010",92.50669,
"KOR","INDPROD","TOT","IDX2015","A","2011",98.01875,
"KOR","INDPROD","TOT","IDX2015","A","2012",99.37552,
"KOR","INDPROD","TOT","IDX2015","A","2013",100.054,
"KOR","INDPROD","TOT","IDX2015","A","2014",100.2775,
"KOR","INDPROD","TOT","IDX2015","A","2015",100,
"KOR","INDPROD","TOT","IDX2015","A","2016",102.1832,
"KOR","INDPROD","TOT","IDX2015","A","2017",104.7666,
"KOR","INDPROD","TOT","IDX2015","A","2018",106.3335,
"KOR","INDPROD","TOT","IDX2015","A","2019",106.6833,
"KOR","INDPROD","TOT","IDX2015","A","2020",106.4088,
"KOR","INDPROD","TOT","IDX2015","A","2021",115.1159,
"KOR","INDPROD","TOT","IDX2015","A","2022",116.7474,
"LUX","INDPROD","TOT","IDX2015","A","1955",33.37518,
"LUX","INDPROD","TOT","IDX2015","A","1956",35.67859,
"LUX","INDPROD","TOT","IDX2015","A","1957",36.27457,
"LUX","INDPROD","TOT","IDX2015","A","1958",34.77655,
"LUX","INDPROD","TOT","IDX2015","A","1959",36.45176,
"LUX","INDPROD","TOT","IDX2015","A","1960",39.6894,
"LUX","INDPROD","TOT","IDX2015","A","1961",40.84916,
"LUX","INDPROD","TOT","IDX2015","A","1962",38.99677,
"LUX","INDPROD","TOT","IDX2015","A","1963",39.43168,
"LUX","INDPROD","TOT","IDX2015","A","1964",43.15257,
"LUX","INDPROD","TOT","IDX2015","A","1965",43.4425,
"LUX","INDPROD","TOT","IDX2015","A","1966",41.83173,
"LUX","INDPROD","TOT","IDX2015","A","1967",41.92838,
"LUX","INDPROD","TOT","IDX2015","A","1968",44.4823,
"LUX","INDPROD","TOT","IDX2015","A","1969",50.12469,
"LUX","INDPROD","TOT","IDX2015","A","1970",50.38323,
"LUX","INDPROD","TOT","IDX2015","A","1971",49.87314,
"LUX","INDPROD","TOT","IDX2015","A","1972",51.94909,
"LUX","INDPROD","TOT","IDX2015","A","1973",58.15586,
"LUX","INDPROD","TOT","IDX2015","A","1974",60.16442,
"LUX","INDPROD","TOT","IDX2015","A","1975",46.98872,
"LUX","INDPROD","TOT","IDX2015","A","1976",48.76572,
"LUX","INDPROD","TOT","IDX2015","A","1977",49.00448,
"LUX","INDPROD","TOT","IDX2015","A","1978",50.5662,
"LUX","INDPROD","TOT","IDX2015","A","1979",52.26101,
"LUX","INDPROD","TOT","IDX2015","A","1980",50.54272,
"LUX","INDPROD","TOT","IDX2015","A","1981",47.68984,
"LUX","INDPROD","TOT","IDX2015","A","1982",48.76862,
"LUX","INDPROD","TOT","IDX2015","A","1983",51.41923,
"LUX","INDPROD","TOT","IDX2015","A","1984",57.43682,
"LUX","INDPROD","TOT","IDX2015","A","1985",61.4022,
"LUX","INDPROD","TOT","IDX2015","A","1986",62.54325,
"LUX","INDPROD","TOT","IDX2015","A","1987",62.15949,
"LUX","INDPROD","TOT","IDX2015","A","1988",67.54242,
"LUX","INDPROD","TOT","IDX2015","A","1989",72.83324,
"LUX","INDPROD","TOT","IDX2015","A","1990",72.46994,
"LUX","INDPROD","TOT","IDX2015","A","1991",72.71767,
"LUX","INDPROD","TOT","IDX2015","A","1992",72.13763,
"LUX","INDPROD","TOT","IDX2015","A","1993",69.04403,
"LUX","INDPROD","TOT","IDX2015","A","1994",73.13458,
"LUX","INDPROD","TOT","IDX2015","A","1995",74.14363,
"LUX","INDPROD","TOT","IDX2015","A","1996",74.19305,
"LUX","INDPROD","TOT","IDX2015","A","1997",78.4923,
"LUX","INDPROD","TOT","IDX2015","A","1998",78.44289,
"LUX","INDPROD","TOT","IDX2015","A","1999",87.46144,
"LUX","INDPROD","TOT","IDX2015","A","2000",91.1924,
"LUX","INDPROD","TOT","IDX2015","A","2001",95.78368,
"LUX","INDPROD","TOT","IDX2015","A","2002",100.475,
"LUX","INDPROD","TOT","IDX2015","A","2003",105.7662,
"LUX","INDPROD","TOT","IDX2015","A","2004",111.6657,
"LUX","INDPROD","TOT","IDX2015","A","2005",114.1655,
"LUX","INDPROD","TOT","IDX2015","A","2006",116.6486,
"LUX","INDPROD","TOT","IDX2015","A","2007",116.4236,
"LUX","INDPROD","TOT","IDX2015","A","2008",110.6158,
"LUX","INDPROD","TOT","IDX2015","A","2009",92.8256,
"LUX","INDPROD","TOT","IDX2015","A","2010",101.1582,
"LUX","INDPROD","TOT","IDX2015","A","2011",102.5998,
"LUX","INDPROD","TOT","IDX2015","A","2012",97.64186,
"LUX","INDPROD","TOT","IDX2015","A","2013",94.52546,
"LUX","INDPROD","TOT","IDX2015","A","2014",98.61678,
"LUX","INDPROD","TOT","IDX2015","A","2015",100,
"LUX","INDPROD","TOT","IDX2015","A","2016",99.68336,
"LUX","INDPROD","TOT","IDX2015","A","2017",103.0414,
"LUX","INDPROD","TOT","IDX2015","A","2018",101.9498,
"LUX","INDPROD","TOT","IDX2015","A","2019",98.80843,
"LUX","INDPROD","TOT","IDX2015","A","2020",88.60095,
"LUX","INDPROD","TOT","IDX2015","A","2021",95.86701,
"LUX","INDPROD","TOT","IDX2015","A","2022",94.32547,
"MEX","INDPROD","TOT","IDX2015","A","1980",55.96339,
"MEX","INDPROD","TOT","IDX2015","A","1981",61.09643,
"MEX","INDPROD","TOT","IDX2015","A","1982",59.53001,
"MEX","INDPROD","TOT","IDX2015","A","1983",53.66196,
"MEX","INDPROD","TOT","IDX2015","A","1984",56.19835,
"MEX","INDPROD","TOT","IDX2015","A","1985",59.36734,
"MEX","INDPROD","TOT","IDX2015","A","1986",55.86699,
"MEX","INDPROD","TOT","IDX2015","A","1987",57.43341,
"MEX","INDPROD","TOT","IDX2015","A","1988",58.86729,
"MEX","INDPROD","TOT","IDX2015","A","1989",62.6749,
"MEX","INDPROD","TOT","IDX2015","A","1990",66.81989,
"MEX","INDPROD","TOT","IDX2015","A","1991",69.04903,
"MEX","INDPROD","TOT","IDX2015","A","1992",71.82641,
"MEX","INDPROD","TOT","IDX2015","A","1993",72.30236,
"MEX","INDPROD","TOT","IDX2015","A","1994",76.60006,
"MEX","INDPROD","TOT","IDX2015","A","1995",68.93674,
"MEX","INDPROD","TOT","IDX2015","A","1996",77.00808,
"MEX","INDPROD","TOT","IDX2015","A","1997",82.67496,
"MEX","INDPROD","TOT","IDX2015","A","1998",87.11179,
"MEX","INDPROD","TOT","IDX2015","A","1999",89.06383,
"MEX","INDPROD","TOT","IDX2015","A","2000",92.47661,
"MEX","INDPROD","TOT","IDX2015","A","2001",90.18007,
"MEX","INDPROD","TOT","IDX2015","A","2002",89.34418,
"MEX","INDPROD","TOT","IDX2015","A","2003",90.77941,
"MEX","INDPROD","TOT","IDX2015","A","2004",94.34547,
"MEX","INDPROD","TOT","IDX2015","A","2005",96.78337,
"MEX","INDPROD","TOT","IDX2015","A","2006",101.0021,
"MEX","INDPROD","TOT","IDX2015","A","2007",102.4085,
"MEX","INDPROD","TOT","IDX2015","A","2008",101.8005,
"MEX","INDPROD","TOT","IDX2015","A","2009",95.62396,
"MEX","INDPROD","TOT","IDX2015","A","2010",99.99503,
"MEX","INDPROD","TOT","IDX2015","A","2011",103.4552,
"MEX","INDPROD","TOT","IDX2015","A","2012",106.3328,
"MEX","INDPROD","TOT","IDX2015","A","2013",105.8849,
"MEX","INDPROD","TOT","IDX2015","A","2014",108.7059,
"MEX","INDPROD","TOT","IDX2015","A","2015",109.7885,
"MEX","INDPROD","TOT","IDX2015","A","2016",109.6348,
"MEX","INDPROD","TOT","IDX2015","A","2017",109.1384,"E"
"NLD","INDPROD","TOT","IDX2015","A","1956",19.9576,
"NLD","INDPROD","TOT","IDX2015","A","1957",20.71117,
"NLD","INDPROD","TOT","IDX2015","A","1958",20.83272,
"NLD","INDPROD","TOT","IDX2015","A","1959",22.89898,
"NLD","INDPROD","TOT","IDX2015","A","1960",25.25694,
"NLD","INDPROD","TOT","IDX2015","A","1961",26.35084,
"NLD","INDPROD","TOT","IDX2015","A","1962",27.59059,
"NLD","INDPROD","TOT","IDX2015","A","1963",29.19498,
"NLD","INDPROD","TOT","IDX2015","A","1964",32.16066,
"NLD","INDPROD","TOT","IDX2015","A","1965",33.93521,
"NLD","INDPROD","TOT","IDX2015","A","1966",35.75838,
"NLD","INDPROD","TOT","IDX2015","A","1967",37.36277,
"NLD","INDPROD","TOT","IDX2015","A","1968",41.8356,
"NLD","INDPROD","TOT","IDX2015","A","1969",46.64876,
"NLD","INDPROD","TOT","IDX2015","A","1970",51.17022,
"NLD","INDPROD","TOT","IDX2015","A","1971",53.98223,
"NLD","INDPROD","TOT","IDX2015","A","1972",56.75164,
"NLD","INDPROD","TOT","IDX2015","A","1973",61.09749,
"NLD","INDPROD","TOT","IDX2015","A","1974",63.95212,
"NLD","INDPROD","TOT","IDX2015","A","1975",60.71404,
"NLD","INDPROD","TOT","IDX2015","A","1976",65.36877,
"NLD","INDPROD","TOT","IDX2015","A","1977",65.62175,
"NLD","INDPROD","TOT","IDX2015","A","1978",66.1783,"B"
"NLD","INDPROD","TOT","IDX2015","A","1979",68.77045,
"NLD","INDPROD","TOT","IDX2015","A","1980",68.2021,
"NLD","INDPROD","TOT","IDX2015","A","1981",66.83806,
"NLD","INDPROD","TOT","IDX2015","A","1982",64.28048,
"NLD","INDPROD","TOT","IDX2015","A","1983",65.47401,
"NLD","INDPROD","TOT","IDX2015","A","1984",68.77045,
"NLD","INDPROD","TOT","IDX2015","A","1985",72.06689,
"NLD","INDPROD","TOT","IDX2015","A","1986",72.187,
"NLD","INDPROD","TOT","IDX2015","A","1987",72.96772,
"NLD","INDPROD","TOT","IDX2015","A","1988",73.02778,
"NLD","INDPROD","TOT","IDX2015","A","1989",76.72721,
"NLD","INDPROD","TOT","IDX2015","A","1990",78.56492,
"NLD","INDPROD","TOT","IDX2015","A","1991",79.94635,
"NLD","INDPROD","TOT","IDX2015","A","1992",79.76958,
"NLD","INDPROD","TOT","IDX2015","A","1993",78.85954,
"NLD","INDPROD","TOT","IDX2015","A","1994",82.68958,
"NLD","INDPROD","TOT","IDX2015","A","1995",85.10545,
"NLD","INDPROD","TOT","IDX2015","A","1996",87.15993,
"NLD","INDPROD","TOT","IDX2015","A","1997",86.72826,
"NLD","INDPROD","TOT","IDX2015","A","1998",88.35905,
"NLD","INDPROD","TOT","IDX2015","A","1999",91.00511,
"NLD","INDPROD","TOT","IDX2015","A","2000",95.92149,
"NLD","INDPROD","TOT","IDX2015","A","2001",95.86406,
"NLD","INDPROD","TOT","IDX2015","A","2002",96.95846,
"NLD","INDPROD","TOT","IDX2015","A","2003",95.839,
"NLD","INDPROD","TOT","IDX2015","A","2004",99.90748,
"NLD","INDPROD","TOT","IDX2015","A","2005",100.2416,
"NLD","INDPROD","TOT","IDX2015","A","2006",102.2748,
"NLD","INDPROD","TOT","IDX2015","A","2007",106.4995,
"NLD","INDPROD","TOT","IDX2015","A","2008",107.2994,
"NLD","INDPROD","TOT","IDX2015","A","2009",99.40839,
"NLD","INDPROD","TOT","IDX2015","A","2010",106.9411,
"NLD","INDPROD","TOT","IDX2015","A","2011",106.3911,
"NLD","INDPROD","TOT","IDX2015","A","2012",105.8912,
"NLD","INDPROD","TOT","IDX2015","A","2013",106.4578,
"NLD","INDPROD","TOT","IDX2015","A","2014",103.558,
"NLD","INDPROD","TOT","IDX2015","A","2015",100,
"NLD","INDPROD","TOT","IDX2015","A","2016",101.3749,
"NLD","INDPROD","TOT","IDX2015","A","2017",102.4831,
"NLD","INDPROD","TOT","IDX2015","A","2018",103.1497,
"NLD","INDPROD","TOT","IDX2015","A","2019",102.3581,
"NLD","INDPROD","TOT","IDX2015","A","2020",98.96675,
"NLD","INDPROD","TOT","IDX2015","A","2021",103.608,
"NLD","INDPROD","TOT","IDX2015","A","2022",105.9245,
"NZL","INDPROD","TOT","IDX2015","A","1978",59.24601,
"NZL","INDPROD","TOT","IDX2015","A","1979",62.58004,
"NZL","INDPROD","TOT","IDX2015","A","1980",62.5021,
"NZL","INDPROD","TOT","IDX2015","A","1981",65.36417,
"NZL","INDPROD","TOT","IDX2015","A","1982",68.71551,
"NZL","INDPROD","TOT","IDX2015","A","1983",68.23922,
"NZL","INDPROD","TOT","IDX2015","A","1984",76.09798,
"NZL","INDPROD","TOT","IDX2015","A","1985",76.45303,
"NZL","INDPROD","TOT","IDX2015","A","1986",75.47448,
"NZL","INDPROD","TOT","IDX2015","A","1987",74.72465,
"NZL","INDPROD","TOT","IDX2015","A","1988",73.16631,
"NZL","INDPROD","TOT","IDX2015","A","1989",73.14476,
"NZL","INDPROD","TOT","IDX2015","A","1990",71.93819,
"NZL","INDPROD","TOT","IDX2015","A","1991",69.48198,
"NZL","INDPROD","TOT","IDX2015","A","1992",71.71658,
"NZL","INDPROD","TOT","IDX2015","A","1993",76.22272,
"NZL","INDPROD","TOT","IDX2015","A","1994",80.30718,
"NZL","INDPROD","TOT","IDX2015","A","1995",82.03699,
"NZL","INDPROD","TOT","IDX2015","A","1996",83.70218,
"NZL","INDPROD","TOT","IDX2015","A","1997",84.05922,
"NZL","INDPROD","TOT","IDX2015","A","1998",82.64951,
"NZL","INDPROD","TOT","IDX2015","A","1999",84.22543,
"NZL","INDPROD","TOT","IDX2015","A","2000",87.19566,
"NZL","INDPROD","TOT","IDX2015","A","2001",87.03561,
"NZL","INDPROD","TOT","IDX2015","A","2002",92.00345,
"NZL","INDPROD","TOT","IDX2015","A","2003",95.01985,
"NZL","INDPROD","TOT","IDX2015","A","2004",98.41177,
"NZL","INDPROD","TOT","IDX2015","A","2005",98.65493,
"NZL","INDPROD","TOT","IDX2015","A","2006",97.66383,
"NZL","INDPROD","TOT","IDX2015","A","2007",101.8622,
"NZL","INDPROD","TOT","IDX2015","A","2008",100.0062,
"NZL","INDPROD","TOT","IDX2015","A","2009",94.09954,
"NZL","INDPROD","TOT","IDX2015","A","2010",97.20521,
"NZL","INDPROD","TOT","IDX2015","A","2011",94.40734,
"NZL","INDPROD","TOT","IDX2015","A","2012",95.00139,
"NZL","INDPROD","TOT","IDX2015","A","2013",95.58004,
"NZL","INDPROD","TOT","IDX2015","A","2014",98.67032,
"NZL","INDPROD","TOT","IDX2015","A","2015",100,
"NZL","INDPROD","TOT","IDX2015","A","2016",101.9914,
"NZL","INDPROD","TOT","IDX2015","A","2017",102.9456,
"NZL","INDPROD","TOT","IDX2015","A","2018",104.7154,
"NZL","INDPROD","TOT","IDX2015","A","2019",106.159,
"NZL","INDPROD","TOT","IDX2015","A","2020",101.5759,
"NZL","INDPROD","TOT","IDX2015","A","2021",104.5708,
"NZL","INDPROD","TOT","IDX2015","A","2022",100.788,
"NOR","INDPROD","TOT","IDX2015","A","1955",16.25045,
"NOR","INDPROD","TOT","IDX2015","A","1956",17.23426,
"NOR","INDPROD","TOT","IDX2015","A","1957",17.62076,
"NOR","INDPROD","TOT","IDX2015","A","1958",17.7086,
"NOR","INDPROD","TOT","IDX2015","A","1959",18.44646,
"NOR","INDPROD","TOT","IDX2015","A","1960",20.01002,
"NOR","INDPROD","TOT","IDX2015","A","1961",21.39496,
"NOR","INDPROD","TOT","IDX2015","A","1962",22.25458,
"NOR","INDPROD","TOT","IDX2015","A","1963",23.35298,
"NOR","INDPROD","TOT","IDX2015","A","1964",25.311,
"NOR","INDPROD","TOT","IDX2015","A","1965",27.36453,
"NOR","INDPROD","TOT","IDX2015","A","1966",28.51069,
"NOR","INDPROD","TOT","IDX2015","A","1967",29.56134,
"NOR","INDPROD","TOT","IDX2015","A","1968",30.70749,
"NOR","INDPROD","TOT","IDX2015","A","1969",32.52225,
"NOR","INDPROD","TOT","IDX2015","A","1970",33.90719,
"NOR","INDPROD","TOT","IDX2015","A","1971",35.38764,
"NOR","INDPROD","TOT","IDX2015","A","1972",37.87099,
